word,content
standard,"Right Arrow Recommended Searches Owner's Manual Grom Rebel Supersport Monkey Super Cub Side by Side 125 Find a Dealer STREET TOURING ADVENTURE CRUISER STANDARD SUPERSPORT SPORT NEO-SPORTS CAFÉ miniMOTO DUAL SPORT SCOOTER TOURING Updated Gold Wing Tour Base MSRP: $28,300 Build Explore Updated Gold Wing Base MSRP: $23,900 Build Explore CTX700 DCT Base MSRP: $8,399 Build Explore View All TOURING ADVENTURE VFR1200X Base MSRP: $15,999 Build Explore Africa Twin Adventure Sports ES Base MSRP: $17,199 Build Explore Africa Twin Base MSRP: $14,399 Build Explore New NC750X Base MSRP: $8,199 Build Explore XR650L Base MSRP: $6,999 Build Explore CB500X Base MSRP: $6,999 Build Explore CRF450RL Base MSRP: $9,999 Build Explore New CRF300L Rally Base MSRP: $5,999 Build Explore New CRF300L Base MSRP: $5,249 Build Explore View All ADVENTURE CRUISER Fury Base MSRP: $10,599 Build Explore Shadow Phantom Base MSRP: $7,899 Build Explore Shadow Aero Base MSRP: $7,699 Build Explore CTX700N DCT ABS Base MSRP: $7,699 Build Explore New Rebel 1100 Base MSRP: $9,299 Build Explore Rebel 500 Base MSRP: $6,299 Build Explore Rebel 300 Base MSRP: $4,599 Build Explore View All CRUISER STANDARD Updated CB1000R Black Edition Base MSRP: $12,999 Explore CB650R ABS Base MSRP: $9,199 Build Explore CB650F Base MSRP: $8,249 Build Explore CB500F Base MSRP: $6,499 Build Explore CB300R ABS Base MSRP: $4,949 Build Explore CB300F Base MSRP: $4,349 Build Explore Monkey Base MSRP: $3,999 Build Explore Super Cub C125 ABS Base MSRP: $3,749 Build Explore New Trail125 ABS Base MSRP: $3,899 Build Explore View All STANDARD SUPERSPORT CBR1000RR-R Fireblade SP Base MSRP: $28,500 Build Explore CBR1000RR Base MSRP: $16,499 Build Explore CBR600RR Base MSRP: $11,899 Build Explore View All SUPERSPORT SPORT Updated CB1000R Black Edition Base MSRP: $12,999 Explore CBR650R ABS Base MSRP: $9,699 Build Explore CBR650F Base MSRP: $8,749 Build Explore CB650R ABS Base MSRP: $9,199 Build Explore CB650F Base MSRP: $8,249 Build Explore CBR500R ABS Base MSRP: $6,999 Build Explore CB500F Base MSRP: $6,499 Build Explore CBR300R Base MSRP: $4,799 Build Explore CB300R ABS Base MSRP: $4,949 Build Explore CB300F Base MSRP: $4,349 Build Explore New Grom Base MSRP: $3,399 Build Explore View All SPORT NEO-SPORTS CAFÉ Updated CB1000R Black Edition Base MSRP: $12,999 Explore CB650R ABS Base MSRP: $9,199 Build Explore CB300R ABS Base MSRP: $4,949 Build Explore View All NEO-SPORTS CAFÉ miniMOTO New Grom Base MSRP: $3,399 Build Explore Monkey Base MSRP: $3,999 Build Explore Super Cub C125 ABS Base MSRP: $3,749 Build Explore New Trail125 ABS Base MSRP: $3,899 Build Explore View All miniMOTO DUAL SPORT XR650L Base MSRP: $6,999 Build Explore CRF450RL Base MSRP: $9,999 Build Explore New CRF300L Rally Base MSRP: $5,999 Build Explore New CRF300L Base MSRP: $5,249 Build Explore New Trail125 ABS Base MSRP: $3,899 Build Explore View All DUAL SPORT SCOOTER ADV150 Base MSRP: $4,299 Build Explore Updated PCX Base MSRP: $3,799 Build Explore Ruckus Base MSRP: $2,799 Build Explore Metropolitan Base MSRP: $2,499 Build Explore View All SCOOTER OFF-ROAD TRAIL COMPETITION ADVENTURE DUAL SPORT TRAIL 2022 CRF450X Base MSRP: $9,799 Build Explore 2021 CRF250F Base MSRP: $4,699 Build Explore 2019 CRF230F Base MSRP: $4,349 Build Explore 2021 CRF125F BIG WHEEL Base MSRP: $3,599 Build Explore 2021 CRF125F Base MSRP: $3,199 Build Explore 2021 CRF110F Base MSRP: $2,499 Build Explore 2021 CRF50F Base MSRP: $1,599 Build Explore View All TRAIL COMPETITION 2022 CRF450RWE Base MSRP: $12,399 Explore 2022 CRF450R Base MSRP: $9,599 Explore 2022 CRF450R-S Base MSRP: $8,599 Explore 2022 CRF450RX Base MSRP: $9,899 Build Explore 2022 CRF450X Base MSRP: $9,799 Build Explore 2021 CRF250R Base MSRP: $7,999 Build Explore 2021 CRF250RX Base MSRP: $8,399 Build Explore 2021 CRF150R Base MSRP: $5,199 Build Explore 2020 MONTESA COTA 301RR Base MSRP: $11,699 Build Explore 2020 MONTESA COTA 4RT Base MSRP: $8,099 Build Explore View All COMPETITION ADVENTURE Africa Twin Adventure Sports ES Base MSRP: $17,199 Build Explore Africa Twin Base MSRP: $14,399 Build Explore XR650L Base MSRP: $6,999 Build Explore CRF450RL Base MSRP: $9,999 Build Explore New CRF300L Rally Base MSRP: $5,999 Build Explore New CRF300L Base MSRP: $5,249 Build Explore View All ADVENTURE DUAL SPORT XR650L Base MSRP: $6,999 Build Explore CRF450RL Base MSRP: $9,999 Build Explore New CRF300L Rally Base MSRP: $5,999 Build Explore New CRF300L Base MSRP: $5,249 Build Explore New Trail125 ABS Base MSRP: $3,899 Build Explore View All DUAL SPORT ATV REC/UTILITY SPORT REC/UTILITY FourTrax Rincon Base MSRP: $9,499 Build Explore FourTrax Foreman Rubicon 4X4 Base MSRP: $8,699 Build Explore FourTrax Foreman 4X4 Base MSRP: $7,399 Build Explore FourTrax Rancher Base MSRP: $5,499 Build Explore FourTrax Recon Base MSRP: $4,299 Build Explore View All REC/UTILITY SPORT TRX250X Base MSRP: $5,049 Build Explore TRX90X Base MSRP: $3,199 Build Explore View All SPORT SXS SPORT REC/UTILITY SPORT Talon 1000X-4 FOX Live Valve Base MSRP: $23,999 Build Explore Talon 1000X-4 Base MSRP: $21,999 Build Explore TALON 1000R FOX LIVE VALVE Base MSRP: $23,099 Build Explore Talon 1000R Base MSRP: $20,999 Build Explore TALON 1000X FOX LIVE VALVE Base MSRP: $22,099 Build Explore Talon 1000X Base MSRP: $19,999 Build Explore View All SPORT REC/UTILITY Pioneer 1000-5 Base MSRP: $17,299 Build Explore Pioneer 1000 Base MSRP: $15,899 Build Explore Pioneer 700-4 Base MSRP: $12,399 Build Explore Pioneer 700 Base MSRP: $10,999 Build Explore New Pioneer 520 Base MSRP: $9,499 Build Explore Pioneer 500 Base MSRP: $8,499 Build Explore View All REC/UTILITY Accessories Customize Your Ride with Honda Accessories BUY NOW View Accessories Licensed Products & Apparel Oils & Chemicals Research Tools Build & Price Payment Calculator Find a Dealer Request a Quote Budget Calculator ATV Chooser Current Offers Apply for Financing Recall Information Customer Relations DCT Technology Experience Honda Racing Extended Warranty Events Rider Education Demo Rides Find a Dealer You are now leaving the Honda Powersports web site and entering an independent site."
honda,"American Honda Motor Co. Inc. is not responsible for the content presented by any independent website, including advertising claims, special offers, illustrations, names or endorsements."
honda,"CLICK HERE TO PROCEED Sign up to get the latest updates It's easy to sign up for Honda email updates, where you'll receive news and information on new models, events, newsletters and promotions."
honda,"Better still, you can choose to receive email messages on all Honda products or just those you're most interested in."
sport,Error: Some global error Please provide us with the following required information: First Name* First Name Error: Required First Name Last Name* Last Name Error: Required Last Name Email* Email Error: Please enter email address Zip code* Zip code Error: Invalid Zipcode Modify your preferences by checking or unchecking the bubbles below Select all categories Scooters Scooters Motorcycles Select all motorcycles Competition Cruiser Sport / Supersport Touring / Sport Touring Trail Dual Sport / Adventure ATVs & SxS Select all ATVs & SxS Sport SXS Rec/Utility SxS Sport ATV Rec/Utility ATV Other Select all other Events Racing General News & Information Gold Wing Navigation/Software Updates We will never share any of your information with other entities.
honda,You have been successfully subscribed to Honda Powersports email updates.
honda,"Continue Vehicles Street Off-Road ATV SxS Police Bike Research Tools Build & Price Request a Quote Current Offers Payment Calculator Budget Calculator ATV Chooser Apply for Financing Find a Dealer Accessories Shop Oils & Chemicals Licensed Products & Apparel Buy Now Experience Honda Racing Events Rider Education Extended Warranty Demo Rides Dealer Info Powerhouse Dealers Become a Dealer Downloads Owner's Manuals Wallpapers Help FAQs Customer Relations Recall Information SMS Terms Other Terms of Use Honda.com Prop 65 Ad Choices © 2021 American Honda Motor Co., Inc.• Powersports Division Twitter Instagram YouTube Facebook We use cookies to improve your experience on this site and show you personalized advertising."
sport,"From Wikipedia, the free encyclopedia Jump to navigation Jump to search Types of motorcycles Sport bikes, cruisers, scooters, and touring bikes are some of the many types of motorcycles."
sport,[2][3][4][5] Sometimes sport touring motorcycles are recognized as a seventh category.
motorcycle,"There are strict classification systems enforced by competitive motorcycle sport sanctioning bodies, or legal definitions of a motorcycle established by certain legal jurisdictions for motorcycle registration, emissions, road traffic safety rules or motorcyclist licensing."
standard,"[8] Contents 1 Street 1.1 Standard 1.2 Cruiser 1.3 Sport bike 1.4 Touring 1.4.1 Sport touring 1.5 Dual-sport 2 Off-road 3 Scooters, underbones and mopeds 4 Enclosed and feet forwards 5 Utility 6 Tricycles 7 See also 8 Notes Street[edit] Street motorcycles are motorcycles designed for being ridden on paved roads."
standard,"""The standard seemed to have disappeared..."" was part of a larger chain of thought."
sport,"[1] They are recognized primarily by their upright riding position, partway between the reclining rider posture of the cruisers and the forward leaning sport bikes."
engine,"[2] Because of their flexibility, lower costs, and moderate engine output, standards are particularly suited to motorcycle beginners."
standard,"[1] Standard is often a synonym for naked, a term that was used in reference to 1950s road racing bikes."
standard,"[9][10] The standard has seen a resurgence since the turn of the century, with ""modern classic"" motorcycles from Triumph, Ducati, Honda, Kawasaki and others."
motorcycle,"[3][4][6] Muscle bike is a nickname for a motorcycle type, derived from either a standard or sport bike design, that puts a disproportionately high priority on engine power."
standard,[1][11][12] Roadster is equivalent to standard or naked.
engine,"[1] Harley-Davidsons largely define the cruiser category, and large-displacement V-twin engines are the norm, although other engine configurations and small to medium displacements also exist."
motorcycle,"Related to the chopper motorcycle is the bobber which is created by ""bobbing"" a factory bike by removing dead weight and bodywork from a motorcycle to reduce mass and increase performance."
sport,"[16][17][18][19][20][21][14] Sport bike[edit] Main article: Sport bike A Suzuki GSX-R sport bike at Deals Gap Sport bikes emphasize top speed, acceleration, braking, handling and grip on paved roads,[3][5][22][23] typically at the expense of comfort and fuel economy in comparison to less specialized motorcycles."
sport,Sport bikes have comparatively high performance engines resting inside a lightweight frame.
sport,"Inline-four engines dominate the sport bike category, with V-twins having a significant presence, and nearly every other engine configuration appearing in small numbers at one time or another."
sport,"[1] Most sport bikes have fairings, often completely enclosing the engine, and windscreens that effectively deflect the air at very high speeds, or at least reduce overall drag."
sport,"[1] Sport bikes have high footpegs that position the legs closer to the body to improve ground clearance when cornering, and a long reach to the hand controls, which positions the body and center of gravity forward, above the fuel tank."
sport,"Streetfighters are derived from sport bikes, originally being customized sport bikes with the fairings removed and higher handlebars replacing the low clip-on handlebars."
sport,"[26] As with naked bike and muscle bike (below), the name streetfighter is used to help clarify the middle ground occupied by designs that blend elements of both sport bikes and standards."
motorcycle,"[27] Touring[edit] Main article: Touring motorcycle Honda Gold Wing GL1800 touring motorcycle Although any motorcycle can be equipped and used for touring, touring motorcycles are specifically designed to excel at covering long distances."
sport,[14][28][29][30] Sport touring[edit] A BMW R1100RS sport-touring motorcycle Sport touring motorcycles combine attributes of sport bikes and touring motorcycles.
sport,"The rider posture is less extreme than a sport bike, giving greater long-distance comfort."
sport,"[1] Accommodation for a passenger is superior to a sport bike as well, along with increased luggage capacity."
sport,"[1] Being lighter, at 550–720 lb (250–330 kg) wet,[14] than a pure touring bike and often having racier engines, suspensions, and brakes, sport tourers corner better and are more at home being aggressively ridden on curvy canyon roads."
sport,[1] The distinction between touring and sport touring is not always clear as some manufacturers will list the same bike in either category in different markets.
honda,"The Honda ST1300 Pan-European, for example, was listed by Honda as a sport touring motorcycle in the United States and Australia, but as a touring motorcycle in Europe."
motorcycle,"Dual-sport[edit] Main article: Dual-sport motorcycle BMW R1200GS dual-sport motorcycle Dual-sports, sometimes called dual-purpose or on/off-road motorcycles or adventure motorcycles, are street legal machines that are also designed to enter off-road situations."
motorcycle,"Supermoto motorcycles were designed to compete on a single course that alternated between three genres of motorcycle racing: road racing, track racing, and motocross."
motorcycle,This increasingly popular type of motorcycle is often a dual-sport that has been fitted by the manufacturer with smaller rims and road tires.
motorcycle,"and developed into a variety of off-road motorcycle sports, for which a number of specialized motorcycles have been built: Motocross — Such bikes are raced on short, closed off-road tracks with a variety of obstacles."
engine,"Engine capacities tend to be larger, usually between 450 cc and 750 cc."
road,"A dual-sport bike may resemble an enduro bike, but since a dual-sport bike is not intended to be used for competition, it may be less rugged, and equipped with dual-purpose tires and with more road legal equipment, such as indicators, mirrors and extra instruments."
racing,"Track racing — High-speed oval racing, typically with no brakes, nor rear suspension."
road,"[35] Scooters, underbones and mopeds[edit] Road racing a Lambretta scooter Main articles: Scooter (motorcycle), Underbone, and Moped Motor scooters are in many cases, classified as a separate vehicle to motorbikes, given their large amount of differences, and different evolution."
